,cities,incidents,killed,latitude,longitude
2093,Kendall,5,2,43.3181,-78.0274
2147,Lauderdale County,14,2,34.8548,-87.6042
9274,Culloden,3,2,38.4204,-82.0542
6970,Caldwell (county),5,2,35.819,-81.4898
3029,Murrells Inlet,6,2,33.5758,-79.0359
3028,Gettysburg,9,2,39.8073,-77.3334
6275,Camp Pendleton,3,2,33.1926,-117.363
7495,Eastover,7,2,33.8774,-80.6939
7496,La Follette,3,2,36.3555,-84.084
3050,Greenup,4,2,38.5263,-82.9403
6969,Eddyville,9,2,37.0597,-87.9973
9266,Bailey,3,2,39.4876,-105.503
2113,Altamont,5,2,35.4241,-85.7135
2114,Keizer,11,2,45.0,-123.027
9262,East Troy,3,2,42.7866,-88.4233
6281,New Kensington (Arnold),10,2,40.5818,-79.7609
8232,Barnwell,7,2,33.2394,-81.42
7488,Leander,8,2,30.582,-97.8527
8233,Rockmart,4,2,33.909,-85.0243
9275,Terrebonne (Crooked River Ranch),2,2,44.435,-121.306
9276,Cincinnati (Mount Airy),3,2,39.1784,-84.5619
9298,Litchfield (Harvey Township),2,2,45.2397,-94.5975
3613,Dewitt,6,2,37.0346,-77.627
7473,Dillsburg,2,2,40.1126,-77.0403
6986,El Paso (county),13,2,38.9543,-104.331
2104,Nuevo,5,2,33.8029,-117.133
7476,Minneapolis (Brooklyn Park),15,2,45.0872,-93.3543
2682,Chapin,5,2,34.1743,-81.2878
2106,North Canton,12,2,40.8937,-81.4264
8203,Grayson (county),4,2,33.4981,-96.6182
3256,Pearisburg,4,2,37.292,-80.6695
3248,Hamilton County,8,2,39.2355,-84.5641
9283,Reed Point,2,2,45.8491,-109.577
9281,Woodbridge (Lake Ridge),3,2,38.679,-77.2931
6989,Pueblo (county),2,2,38.2544,-104.607
8229,Saint Louis (Pagedale),5,2,38.6704,-90.3061
7487,Buchanan (county),4,2,39.0982,-94.4129
7618,Buffalo (Amherst),4,2,42.9805,-78.8051
9301,Hillman,4,2,45.8516,-93.8689
9253,Little River (county),2,2,33.6775,-94.1234
7532,Simpson (county),6,2,31.8725,-89.7319
3014,Penns Grove,14,2,39.7296,-75.468
7403,Norcross (Peachtree Corners),6,2,33.9493,-84.2518
6303,Aniak,6,2,61.787,-156.615
2138,Kernersville,14,2,36.0923,-80.1378
7539,Fort Myers (San Carlos Park),2,2,26.4612,-81.8328
3057,Wakefield,6,2,37.1121,-76.8485
6961,Saint Michael,2,2,45.2178,-93.6353
8242,Palo Alto (East Palo Alto),3,2,37.4678,-122.136
6306,Brewster,6,2,48.1711,-119.775
3592,Newbury,6,2,44.0533,-72.1312
9307,Duffield,2,2,36.7018,-82.8381
8223,Berkeley (county),20,2,32.9963,-80.0317
7443,Highland (county),2,2,39.2027,-83.45100000000002
9210,Gladewater,8,2,32.575,-94.9102
7528,Goodman,4,2,32.9688,-89.90799999999999
2685,Beaver Dam,17,2,37.4208,-86.8367
6296,Fountain Valley,9,2,33.7129,-117.958
3020,Lindon,4,2,40.3318,-111.744
9252,Aiea,5,2,21.3875,-157.954
7465,Colebrook (Columbia),3,2,44.88800000000001,-71.5033
7506,Valencia (county),5,2,34.7921,-106.711
9303,Portland (Milwaukie),8,2,45.444,-122.629
6967,Barbourville,6,2,36.8552,-83.8683
3025,Browns Mills,6,2,39.9733,-74.5624
7510,Independence (Sugar Creek),5,2,39.1058,-94.3933
7513,Northwood,3,2,41.6172,-83.5347
8236,Fort Worth (Watauga),6,2,32.8615,-97.2384
6991,Dodge (county),4,2,41.5313,-96.4829
6965,Vassalboro,7,2,44.4691,-69.6707
7519,Accokeek,4,2,38.6974,-76.9513
6262,Lake Odessa,3,2,42.7696,-85.2417
7413,Terrebonne (county),5,2,29.6016,-90.7412
2131,Kerhonkson,4,2,41.7725,-74.2678
7411,Lingle,2,2,42.1364,-104.346
6367,Cheltenham,3,2,40.0522,-75.1123
2099,Audubon,4,2,46.8597,-95.984
3549,Bladenboro,9,2,34.5509,-78.7781
7653,Cleveland (Parma),23,2,41.3901,-81.7062
7003,Fayette (county),12,2,39.7741,-79.4529
7337,Tampa (Temple Terrace),9,2,28.0544,-82.3955
9066,Vandergrift,4,2,40.6088,-79.5658
2216,Farmington (Farmington Hills),7,2,42.4994,-83.3469
7335,Beaufort (Ladys Island),13,2,32.4226,-80.6405
7338,Saint Louis (Spanish Lake),5,2,38.7864,-90.213
8284,Avenel,3,2,40.5888,-74.2796
2960,Ethel,4,2,33.1137,-89.4647
7649,Jesup,4,2,31.6059,-81.891
7646,Ogden (South Ogden),4,2,41.1936,-111.96
2967,Grayson,6,2,38.3386,-82.9425
6980,Vine Grove,3,2,37.82,-85.9849
7645,White,5,2,34.2399,-84.7062
7345,Baton Rogue,2,2,30.3798,-91.1272
9113,Barberton,6,2,41.0281,-81.5915
2963,Kailua Kona,14,2,19.6463,-155.994
8174,Baldwin (county),5,2,30.8326,-87.8544
2695,Vancleave,9,2,30.538,-88.8205
6374,Melrose,4,2,29.738000000000003,-82.0163
3244,Mount Sterling,5,2,38.0562,-83.9375
6401,Minneapolis (Coon Rapids),6,2,45.1974,-93.3065
2977,Harrison Township,9,2,42.5873,-82.8197
2677,Waconia,3,2,44.9053,-93.7801
9077,Carriere (Henleyfield),2,2,30.6745,-89.7644
3085,Hearne,3,2,30.876,-96.6091
6403,Freestone County,2,2,31.6495,-96.2941
8275,Trenton (Hamilton),7,2,40.1601,-74.6554
8280,Killingworth,4,2,41.3515,-72.5442
9115,Brenham,6,2,30.1434,-96.3973
8180,Oklahoma City (Moore),14,2,35.32,-97.4931
6392,Lily,4,2,37.0222,-84.0613
7004,Sand Lake,3,2,43.3234,-85.5768
7169,Liberty (county),9,3,30.3798,-84.9724
7054,Cumberland (county),11,3,35.0596,-79.0065
5623,Westwego,13,3,29.8996,-90.156
3277,Tiffin,8,3,41.1141,-83.2082
9235,Tampa (Town N Country),6,3,28.0069,-82.5972
3911,Biddeford,10,3,43.4912,-70.4556
289,Many,7,3,31.5652,-93.6349
3656,Delaware,7,3,40.2775,-83.0675
10362,Macungie,6,3,40.5383,-75.5996
6397,Port Hueneme,13,3,34.1477,-119.195
5617,Atlanta (Sandy Springs),31,3,33.9122,-84.3788
10365,Ventnor City (Ventnor),3,3,39.3446,-74.4791
8614,Hahnville,5,3,29.9725,-90.4071
3722,Chilhowie,3,3,36.7557,-81.6867
3361,Huntley,4,3,42.1656,-88.4625
2004,Carmel Valley,8,3,36.4743,-121.721
7668,Port Ludlow,4,3,47.911,-122.687
2133,Grover Beach,8,3,35.1106,-120.608
3168,Childersburg,4,3,33.279,-86.3641
7891,Vansant,3,3,37.1854,-82.1181
4519,White Plains,10,3,38.6144,-76.9558
7409,Lowndes (county),8,3,32.2922,-86.7161
5225,Oneonta,11,3,42.462,-75.0155
8299,Windom,4,3,33.6061,-95.987
1441,Wellford,8,3,34.9286,-82.0808
7410,Placer (county),6,3,39.0494,-120.784
1171,New Berlin,8,3,42.9606,-88.096
797,Gautier,11,3,30.3811,-88.647
5050,Salt Lake County,5,3,40.7059,-112.001
3042,Danbury,24,3,41.403,-73.4634
6728,Dickson,8,3,36.0455,-87.3596
3006,Windsor Mill,13,3,39.331,-76.7655
7174,Burke (county),10,3,33.093,-81.9831
11475,Dardanelle,2,3,35.1812,-93.2518
7526,Seattle (Tukwila),19,3,47.4611,-122.262
3021,Cave Junction,17,3,42.1327,-123.63
562,Richland County,53,3,34.09,-80.9271
5615,Monterey,9,3,36.5896,-121.88
1413,Alice,13,3,27.7452,-98.0766
4881,Washburn,3,3,46.6728,-90.9173
1411,Appomattox,5,3,37.3991,-78.8004
4882,Crookston,6,3,47.7752,-96.5978
6437,New Stanton,3,3,40.2239,-79.5894
1408,Laughlin,7,3,35.1445,-114.577
2067,Ahoskie,7,3,36.2878,-76.9856
1008,Sylvester,10,3,31.5199,-83.82700000000001
4411,Hemingway,6,3,33.7513,-79.4474
6746,Gulliver,2,3,46.1793,-86.0479
5175,Peachtree Corners,2,3,33.9505,-84.2511
4262,Trabuco Canyon,3,3,33.5827,-117.598
10931,Silsbee,3,3,30.3429,-94.1678
2482,Northfield,8,3,44.4475,-93.1677
7512,Oklahoma City (Warr Acres),6,3,35.5163,-97.5565
8197,Dillon (county),8,3,34.4675,-79.3838
6720,Springboro,5,3,39.5643,-84.2595
1414,Paramus,8,3,40.9315,-74.0507
3054,Graniteville,33,3,33.5214,-81.8733
8701,Ragley,4,3,30.4938,-93.212
4641,Live Oak,10,3,36.9888,-121.979
2130,Seabrook,36,3,42.8774,-70.8666
5361,Lawndale,9,3,35.4627,-81.4834
8399,Calaveras (county),2,3,38.3051,-120.52
4509,Inez,3,3,37.8594,-82.5249
7856,Ozone Park,6,3,40.6866,-73.8539
2129,Rolla,9,3,37.9404,-91.763
4878,Church Point,9,3,30.3747,-92.2097
9321,Littlestown,3,3,39.7294,-77.0673
9442,Temple Hills (Hillcrest Heights),7,3,38.8485,-76.9575
2010,San Rafael,11,3,37.9669,-122.503
4506,Mcalester (Bache),3,3,34.8942,-95.6478
560,Lafayette Parish,7,3,30.1908,-92.1107
12330,Slaughter,2,3,30.7076,-91.0809
2783,Glenwood Springs,8,3,39.5073,-107.317
1996,Sumter County,10,3,33.9224,-80.3382
9464,Grundy,4,3,37.2541,-82.1228
2597,Sulphur Springs,9,3,33.1187,-95.6053
1786,Cartersville (Euharlee),3,3,34.1511,-84.9234
7862,Thonotosassa,8,3,28.0471,-82.25299999999999
7545,Calhoun (county),13,3,33.6597,-85.8317
5231,Oak Harbor,8,3,41.5379,-83.1063
291,Mandeville,18,3,30.3628,-90.0674
8668,Tijeras,5,3,35.0423,-106.306
11330,Bondurant,2,3,41.7379,-93.4248
4443,Connell,4,3,46.7025,-119.012
2438,Bemidji,39,3,47.4777,-94.8779
580,Limestone County,5,3,34.7999,-87.0717
807,Phelan,6,3,34.4905,-117.473
1983,Sylvania,13,3,41.7136,-83.7627
7541,Fort Worth (Saginaw),5,3,32.8803,-97.3508
3278,Crown Point,11,3,41.4406,-87.3421
1788,Dunnellon,14,3,29.0714,-82.3231
9343,Lake Butler,4,3,30.0185,-82.3305
948,Orange City,18,3,28.9119,-81.2978
3059,East Cleveland,5,3,41.5209,-81.5941
7552,Mantachie,4,3,34.3237,-88.49799999999998
811,Jeannette,20,3,40.3288,-79.6103
3892,Ward,4,3,34.993,-91.8943
1484,Pinole,10,3,37.9975,-122.303
10782,American Fork,6,3,40.3711,-111.802
4540,Placerville,4,3,38.7091,-120.831
4539,Barling,5,3,35.3315,-94.3073
5177,Running Springs,6,3,34.1903,-117.148
7183,Dulce,3,3,36.9365,-106.946
10779,Pope,6,3,34.1794,-89.921
6309,Elmore,5,3,32.5285,-86.3629
2700,De Kalb,8,3,33.5075,-94.6099
4111,Prince George,8,3,37.2533,-77.315
8690,Cordell,4,3,35.2872,-98.9888
7672,Pike (county),12,3,41.3403,-74.9443
574,Orangeburg County,13,3,33.3724,-80.4809
1476,Lincoln County,17,3,31.5359,-90.5258
6310,Belen,6,3,34.6391,-106.781
12343,Clermont (county),3,3,40.1615,-83.0888
3587,Fort Madison,6,3,40.6331,-91.3173
8047,Eutaw,4,3,32.8507,-87.9022
4811,Clanton,12,3,32.8352,-86.6368
2254,Oak Ridge,31,3,35.9975,-84.3084
10322,San Benito,5,3,26.124,-97.7117
799,Cincinnati (Lincoln Heights),8,3,39.2379,-84.4566
3375,Islip,8,3,40.7539,-73.2189
5178,Iron Mountain,4,3,45.8226,-88.0664
7072,Cleveland (county),7,3,35.2318,-81.5013
950,Cornelius,18,3,35.4917,-80.8781
1450,Grove City,13,3,39.8787,-83.0601
5636,Halethorpe,5,3,39.2503,-76.6545
3903,Roselle,10,3,40.65,-74.2615
1501,Windermere,7,3,28.486,-81.5506
3401,Springtown,5,3,32.9451,-97.6619
1448,Soddy Daisy,9,3,35.2083,-85.1477
6446,Stilwell,7,3,35.5219,-97.3505
7883,Astoria,8,3,40.7606,-73.9361
4172,Saint Peters,15,3,38.7878,-90.6306
1498,Ringwood,5,3,41.1332,-74.273
8642,Wilkes (county),4,3,36.1329,-81.0648
119,Morrisville,55,3,40.2089,-74.7935
3210,Arnold,11,3,38.4526,-90.3624
1989,Zion,17,3,42.4408,-87.8364
90,Toms River,15,3,39.9661,-74.199
565,Albertville,18,3,34.2628,-86.2056
7196,Byram,6,3,32.1785,-90.2861
1856,Oakdale,12,3,37.7836,-120.867
8386,Palm Beach (county),12,3,26.7099,-80.1981
4292,Hobe Sound,6,3,27.0548,-80.1373
6453,Seaside (Sand City),4,3,36.6147,-121.853
89,Fort Dodge,33,3,42.4953,-94.1924
7181,Martin (county),6,3,27.1264,-80.233
11028,Mineral Ridge,3,3,41.1401,-80.7689
1458,Bunnell,27,3,29.4061,-81.1918
6874,Schertz (Selma),3,3,29.5728,-98.321
1992,King County,7,3,47.548,-121.984
3378,Payson,7,3,34.2286,-111.328
1185,Paragould,16,3,36.0557,-90.4639
1730,Vivian,8,3,32.8805,-93.9824
12104,Bascom,3,3,30.9931,-85.0711
3086,Olivehurst,11,3,39.077,-121.561
2520,Denmark,7,3,40.746,-91.337
9285,Pearl River,5,3,30.4214,-89.7816
1206,Hillsborough County,12,3,28.0376,-82.4553
6798,Como,6,3,34.5168,-89.8662
675,Maryville,21,3,35.7074,-84.0051
1324,Ecorse,6,3,42.2539,-83.15
9286,Ashville,5,3,33.8393,-86.2437
3983,Forest City,11,3,35.2538,-81.8323
4480,Rahway,6,3,40.5973,-74.2736
3631,Dwight,2,3,41.0975,-88.4347
5518,Rainbow City,7,3,33.9631,-86.0304
7064,Dinuba,5,3,36.542,-119.381
5517,Dillon County,3,3,34.45,-79.369
5484,Ellenwood,11,3,33.6352,-84.2774
9288,Fountain Inn,9,3,34.7178,-82.2098
5213,Leslie,4,3,31.9733,-84.1419
1328,Monument,11,3,39.086,-104.891
8173,Truth Or Consequences,4,3,33.1333,-107.241
8520,Green Sea,5,3,34.1627,-78.9376
2518,Santa Paula,24,3,34.3367,-119.091
659,Mason,9,3,39.3507,-84.3098
5978,East Palatka,3,3,29.646,-81.5961
265,San Tan Valley,6,3,33.1798,-111.585
5483,Pinehurst,7,3,47.5206,-116.241
1000,Rosharon,5,3,29.3857,-95.481
6852,Gila Bend,4,3,32.9305,-112.695
5536,Red Rock,3,3,32.5671,-111.343
5023,Hull,18,3,42.2851,-70.8735
7960,Cincinnati (North College Hill),14,3,39.2162,-84.5494
11183,Kennebunkport (Arundel),5,3,43.4821,-70.5788
7962,Lodge Grass,3,3,45.3162,-107.365
4188,Booneville,18,3,34.6376,-88.5448
2516,New Brighton,8,3,40.7413,-80.3164
6000,Posen,6,3,41.6275,-87.6756
6792,Canonsburg,8,3,40.2626,-80.1878
3629,Sand Springs,13,3,36.1464,-96.0998
8062,Dayton (Kettering),14,3,39.6591,-84.1245
2063,Hilliard,9,3,30.6857,-81.9428
677,Elizabethton,16,3,36.2618,-82.2296
1317,Rowland,8,3,34.611,-79.2109
3332,Alderpoint,7,3,40.1696,-123.619
3196,Newington,14,3,43.1013,-70.8067
7441,Mount Shasta,4,3,41.3051,-122.306
6820,Central Islip,20,3,40.7824,-73.1874
9295,Alexis,2,3,35.4003,-81.1169
4944,Lolo,3,3,46.7456,-114.143
6236,Wading River,2,3,40.9606,-72.8146
691,Black Mountain,6,3,35.6128,-82.3305
4226,Lockland,4,3,39.2207,-84.4508
3249,Warner Springs,5,3,33.3428,-116.725
10577,Grimes (county),4,3,30.3056,-95.9163
11060,Kewanee,3,3,41.2506,-89.9247
1832,Pike County,13,3,39.0826,-83.2547
7442,Warren (county),7,3,40.4695,-87.3546
3966,Estero,7,3,26.4501,-81.682
11502,Old Bridge,4,3,40.4475,-74.2315
10690,Clearlake Oaks,3,3,39.0455,-122.628
6240,Valley Center,8,3,33.2178,-116.967
3325,Butler County,9,3,31.6478,-86.6705
7005,Sharpsburg,9,3,33.3507,-84.6574
5423,Bethesda,3,3,39.0224,-77.1485
759,East Palo Alto,5,3,37.451,-122.13
4435,Dunn,5,3,35.2881,-78.5856
2576,Maquoketa,4,3,42.0691,-90.6512
4221,Terrell,18,3,32.7023,-96.2821
1315,Panola County,6,3,34.3629,-89.8914
2752,Hampstead,6,3,42.902,-71.1939
6808,Reston,7,3,38.9201,-77.3572
7993,Surry (county),8,3,37.1328,-76.7669
1311,Wildwood,25,3,28.8896,-82.0414
658,Strongsville,6,3,41.2891,-81.8124
3541,Moore,10,3,34.8908,-81.973
8493,Lindsay,4,3,36.2037,-119.08
993,Murphysboro,19,3,37.7577,-89.3482
9059,Puyallup (South Hill),7,3,47.1188,-122.269
682,Woodlawn,10,3,36.7353,-80.8711
2796,Cincinnati (Mount Healthy),12,3,39.2402,-84.5474
4232,Hollywood (West Park),12,3,25.9847,-80.2016
6813,Louisville (Shively),6,3,38.1751,-85.8179
2056,Pell City,7,3,33.6515,-86.2922
8494,Cincinnati (Cumminsville),4,3,39.1543,-84.5544
8537,Lexington (county),12,3,33.9804,-81.128
1350,Logan County,6,3,35.2475,-93.6623
3225,Pampa,15,3,35.5221,-100.979
1385,Moss Point,36,3,30.398000000000003,-88.529
5032,Friendswood,20,3,29.5464,-95.1906
3604,Landover,6,3,38.9035,-76.8736
10431,Pointe Coupee,2,3,30.6482,-91.336
2491,Griffith,15,3,41.5309,-87.4374
3354,Weslaco,7,3,26.1122,-97.9489
2589,Lake Station,8,3,41.5904,-87.2404
635,York County,10,3,37.0952,-76.4067
636,Fillmore,7,3,34.414,-118.793
4253,East Saint Louis (Centreville),8,3,38.5789,-90.1229
8572,Gloucester (county),6,3,37.287,-76.5127
4896,Walton,7,3,40.6657,-86.2484
2116,Duson,7,3,30.2332,-92.1865
2817,Perryville,12,3,37.7205,-89.8598
4250,Sun City,6,3,33.6939,-112.321
8567,El Dorado (county),3,3,38.9125,-120.682
5567,Gillette,11,3,44.3058,-105.506
275,Wausau,32,3,44.9643,-89.6369
7665,Salt Lake City (Holladay),8,3,40.6589,-111.834
2696,Mechanicsburg,11,3,40.1999,-77.0152
633,Eastpointe,10,3,42.4571,-82.9564
10933,Glendale Heights,4,3,41.9116,-88.0954
3751,Rayne,12,3,30.2442,-92.2728
7156,Berwyn,6,3,41.8433,-87.7894
3355,Buena Vista,5,3,32.3201,-84.5199
4102,Ephrata,10,3,40.2042,-76.2019
2564,West Frankfort,6,3,37.8939,-88.9182
5665,Keller,7,3,32.9256,-97.1925
9426,Fort Littleton,2,3,40.052,-77.9603
8566,Saint Matthews,7,3,33.6635,-80.7755
1394,Seminole County,10,3,35.1198,-96.6638
5395,El Dorado Springs,4,3,37.8746,-94.0271
6968,Ambler,6,3,40.1572,-75.2226
2487,Kennedale,5,3,32.6571,-97.2183
3270,Lucedale,4,3,30.9248,-88.59
5182,Micanopy,6,3,29.5051,-82.2859
4071,Mechanicsville,10,3,38.4287,-76.7282
1389,Lake View,5,3,34.3169,-79.2276
9039,Ruffin,6,3,33.0092,-80.8119
5589,Peachland,3,3,34.9554,-80.2681
5040,Beverly,10,3,40.0653,-74.9176
6864,Knox (county),11,3,40.3902,-82.4851
5564,Raton,6,3,36.8923,-104.433
1359,Santaquin,4,3,39.9936,-111.78
3345,Broomfield,8,3,39.9337,-105.026
8549,Van Nuys (Lake Balboa),4,3,34.1868,-118.484
5552,Hawkins,3,3,32.7295,-95.2579
7491,Brownfield,4,3,33.1772,-102.268
2962,Seattle (Skyway),10,3,47.495,-122.246
2502,Aliquippa,18,3,40.5725,-80.3087
3041,New Rochelle,13,3,40.9151,-73.7859
7331,Bedford (county),8,3,40.0506,-78.518
8066,Macomb (Macomb Township),8,3,42.6431,-82.9002
1356,East Lansing,14,3,42.7355,-84.4935
5548,De Leon Springs,3,3,29.1407,-81.3523
7489,Orland,9,3,39.7485,-122.195
7132,Ochopee,3,3,25.8627,-81.3861
657,Painesville,12,3,41.753,-81.2294
2586,Homer,7,3,32.7778,-93.0257
6784,Cincinnati (Lockland),10,3,39.2289,-84.4609
4371,Brundidge,5,3,31.7213,-85.8261
650,Duncannon,8,3,40.4266,-77.056
2813,Kingwood,7,3,30.0494,-95.233
5973,South Point,4,3,38.461,-82.5441
1809,Joelton,5,3,36.332,-86.9203
8562,Henrico (Highland Springs),5,3,37.5401,-77.3255
8561,Adams (county),6,3,39.9204,-104.888
1193,Winslow,22,3,39.6907,-74.8915
5966,Denver (Northglenn),18,3,39.8877,-104.968
2029,Lanham,9,3,38.9623,-76.8621
3051,Ionia,4,3,42.9822,-85.0593
1283,Fredonia,10,3,43.5274,-88.0107
7426,Mc Calla (Mccalla),2,3,33.2888,-87.0349
7664,Brent,4,3,32.9222,-87.2118
4904,Cumberland,14,3,39.6355,-78.7479
1232,Port St. Lucie,16,3,27.2905,-80.2962
8556,Lewis (county),5,3,46.7547,-123.002
2032,Castro Valley,11,3,37.6966,-122.062
5971,Mobile (Whistler),3,3,30.7436,-88.1106
7494,Fulton (county),12,3,33.5813,-84.4693
1364,Westfield,18,3,40.0318,-86.1568
2035,East Stroudsburg,19,3,40.9987,-75.1683
3728,Altus,35,3,34.6427,-99.3123
1396,Morristown,19,3,36.1975,-83.3441
941,Midwest City,9,3,35.484,-97.3797
9204,Phoenixville,6,3,40.1251,-75.5175
1106,Millbrook,16,3,32.4784,-86.3526
5811,Hanford,21,3,36.3178,-119.658
5439,Mitchell,16,3,43.697,-98.0255
9148,Stafford (Meadows Place),2,3,29.6513,-95.5828
423,Ravalli County,3,3,46.0175,-114.182
6351,East Bernstadt,6,3,37.2049,-84.1149
8268,New Ringgold,3,3,40.6885,-75.9579
10004,Beebe,6,3,35.0711,-91.8983
7089,Lathrop,5,3,37.8223,-121.288
6566,Bullhead City,8,3,35.1058,-114.573
2351,Wellsville,8,3,42.0169,-77.896
4703,Orchard Park,10,3,42.7675,-78.7456
427,Lenoir,11,3,35.9149,-81.5486
6347,Mayflower,6,3,34.9753,-92.4826
734,Searcy,12,3,35.2514,-91.7262
1749,Newton County,8,3,36.7999,-94.3243
7688,Mc Farland (Mcfarland),10,3,35.6817,-119.225
5896,Prineville,6,3,44.303,-120.846
2348,Colonial Heights,18,3,37.2423,-77.3991
10865,Callahan,3,3,30.5255,-81.7746
3978,Sapulpa,11,3,35.993,-96.1142
11932,Pound Ridge,2,3,41.1733,-73.6068
1687,Reisterstown,7,3,39.4448,-76.8252
10904,Williamsburg (Savoy),2,3,36.7182,-84.1575
1685,Plattsburgh,10,3,44.7074,-73.4529
731,James Island,15,3,32.7412,-79.9657
9628,Kilmichael,2,3,33.435,-89.5726
1682,Dorchester County,6,3,33.0951,-80.2702
3688,Carrizo Springs,4,3,28.5219,-99.8606
2354,Ector County,4,3,31.8246,-102.53
8451,Marina Del Rey,4,3,33.979,-118.459
3808,Sanderson,4,3,30.1413,-102.399
875,Orrville,6,3,32.2655,-87.2407
9859,Gwynn Oak (Woodlawn),6,3,39.2942,-76.7302
5163,Pope County,4,3,35.2953,-93.031
6084,Thomaston,9,3,32.904,-84.3256
3572,Minneapolis (Columbia Heights),6,3,45.0572,-93.2476
418,Cusseta,6,3,32.7366,-85.2318
7083,El Segundo,5,3,33.9222,-118.411
9982,Nokomis,4,3,27.1194,-82.4303
8872,Fultondale,8,3,33.6149,-86.7981
4385,Folsom,6,3,30.5512,-90.212
6092,Dos Palos,9,3,36.9883,-120.627
847,Spring Branch,7,3,29.9165,-98.371
1642,Vidalia,11,3,31.5772,-91.4546
1641,Bedford County,9,3,37.2795,-79.8077
8835,Chicago Heights (Sauk Village),5,3,41.4862,-87.5644
2688,Soledad,14,3,36.423,-121.313
10046,Oldsmar,4,3,28.0527,-82.6996
4151,Plantersville,5,3,34.1998,-88.6594
1907,Huber Heights,6,3,39.8518,-84.059
4719,Jones (county),18,3,31.7224,-89.1136
2288,Seat Pleasant,5,3,38.8944,-76.9114
10965,Fairdealing,2,3,36.6673,-90.7145
9599,Mohave Valley,4,3,34.9025,-114.615
1757,Levelland,10,3,33.5884,-102.38
2625,Londonderry,11,3,42.8615,-71.3614
3577,Snyder,3,3,32.7211,-100.902
8826,Forsyth (county),9,3,34.2114,-84.1796
1633,Prewitt,3,3,35.4657,-108.052
6840,Blount (county),9,3,34.0832,-86.5882
5780,Republic,11,3,41.1099,-83.0003
9107,Portland (Oak Grove),5,3,45.4089,-122.626
10986,Littleton (Highlands Ranch),3,3,39.566,-104.945
7091,Pryor,5,3,36.2878,-95.3051
5898,Webbers Falls,2,3,35.5113,-95.128
2290,Lakeview,7,3,47.1558,-122.484
8844,Hollywood (Pembroke Park),7,3,25.9842,-80.1936
1077,Red Lion,7,3,39.8946,-76.6051
2200,Barron,5,3,45.3166,-91.8594
3459,Kountze,4,3,30.4075,-94.4032
7308,South Ozone Park,9,3,40.6793,-73.8045
1660,San Juan Capistrano,5,3,33.4867,-117.676
2912,Hookerton,5,3,35.4094,-77.5386
441,Norwich,25,3,41.53,-72.0595
2772,Hallsville,4,3,32.5483,-94.6502
2719,Warrensburg,9,3,38.8313,-93.7544
4713,Crystal Lake,12,3,42.2261,-88.2963
4715,Rockdale,3,3,30.6051,-96.9678
6999,Fruitland Park,9,3,28.884,-81.8829
7261,Everson,4,3,48.8702,-122.296
2358,Melvindale,4,3,42.2755,-83.1931
988,Vernon,22,3,30.5684,-85.7186
5773,Marshalltown,10,3,42.0073,-93.0172
6496,Bonaire,12,3,32.5716,-83.6239
1689,Hohenwald,6,3,35.4385,-87.493
4050,Aynor,9,3,33.9965,-79.2041
5865,Rochester (Greece),13,3,43.2019,-77.6594
7298,Munfordville (Rowletts),3,3,37.2417,-85.8781
4055,Canal Winchester,10,3,39.9071,-82.8311
2297,Oregon,14,3,42.9171,-89.3706
1886,Peabody,17,3,42.533,-70.9917
8918,Ellijay,4,3,34.6621,-84.3549
7019,Marlinton,3,3,38.2235,-80.0945
5884,Pflugerville,15,3,30.4631,-97.575
2640,Skokie,14,3,42.0263,-87.7463
2708,Belgrade,17,3,45.7629,-111.167
366,Bolingbrook,18,3,41.6951,-88.079
368,Onslow County,10,3,34.8102,-77.45100000000002
863,Ludlow,11,3,42.1669,-72.4596
2932,Mays Landing,10,3,39.455,-74.6638
3283,Jackson County,13,3,30.4702,-88.4821
372,Carmel,11,3,39.9486,-86.0804
3281,Calhoun Falls,5,3,34.0853,-82.585
4139,Ellwood City,7,3,40.8637,-80.2594
3566,Sauk Village,4,3,41.4936,-87.5766
7299,Saint Louis (Wellston),6,3,38.6804,-90.2871
8310,Toano,3,3,37.3807,-76.8037
10653,Henryetta,4,3,35.4451,-95.9833
346,Fort Mill,32,3,35.0956,-80.9372
10652,Spring (Shenandoah),4,3,32.5106,-101.345
3697,Munster,10,3,41.5656,-87.5091
9123,Carriere,5,3,30.6219,-89.6532
9891,Tippah (county),4,3,34.7403,-88.913
8147,Balch Springs,7,3,32.7123,-96.615
374,Altoona,32,3,40.489,-78.4524
4673,Mcalester,17,3,34.9075,-95.7401
4119,Girard,13,3,37.5139,-94.8699
3487,Staunton,14,3,38.1525,-79.1073
4674,Resaca,5,3,34.6138,-84.9982
1089,Carroll County,9,3,36.5747,-80.6903
3788,Beaverton (Aloha),15,3,45.5041,-122.899
3239,Pacific,5,3,38.4854,-90.8041
3310,Brooklyn (Brooklyn Park),11,3,39.2243,-76.6058
1882,Ringgold,14,3,32.3288,-93.2745
5260,Harvey (Dixmoor),4,3,41.6331,-87.65799999999999
2337,Dubuque,60,3,42.4991,-90.6796
378,New Castle County,12,3,39.5393,-75.6674
3562,Inverness,5,3,28.8388,-82.3431
9951,Smethport,3,3,41.6717,-78.4071
7620,Van Zandt (county),5,3,32.7254,-96.0221
4687,California,10,3,38.2817,-76.4877
874,Edcouch,4,3,26.2936,-97.9732
3468,Randall County,4,3,35.0575,-101.911
