cities,incidents,latitude,longitude
Franklin (county),22,29.7304,-84.9378
Longmont,22,40.1813,-105.112
Littleton (Lakewood),22,39.7044,-105.083
Medina,22,41.1406,-81.8659
Grandview,22,46.2452,-119.902
Pekin,22,40.5459,-89.6075
Salt Lake City (Taylorsville),22,40.6716,-111.938
Eunice,22,30.4941,-92.4153
Lady Lake,22,28.9119,-81.92
Essex,22,41.3539,-72.3922
Amherst,22,42.7905,-71.5181
Gallatin,22,36.3791,-86.4495
Carson City,22,39.1645,-119.768
Vernon,22,30.5684,-85.7186
Horry County,22,33.6859,-78.9813
Mckinleyville,22,40.9447,-124.116
Breaux Bridge,22,30.2736,-91.9503
Humboldt (county),22,40.7611,-124.163
Ames,22,42.0038,-93.6284
Lynnwood,22,47.8153,-122.244
Pahrump,22,36.2124,-115.992
Riverhead,22,40.9041,-72.6204
Brainerd,22,46.3826,-94.1462
Hooksett,22,43.0483,-71.4316
Dunbar,22,38.3767,-81.7201
Bath,22,40.7268,-75.3883
Maple Heights,22,41.4235,-81.5587
Winslow,22,39.6907,-74.8915
Watkinsville,22,33.805,-83.3445
Romulus,22,42.7466,-76.9166
Traverse City,22,44.7702,-85.6595
Dalton,23,34.7381,-84.9862
Lewisville,23,33.3596,-93.5846
Sierra Vista,23,31.5543,-110.272
Parkville,23,39.3728,-76.5676
Rialto,23,34.0949,-117.352
Hollywood (Miramar),23,25.982,-80.2234
Bastrop,23,32.7884,-91.9203
Milwaukee (West Allis),23,43.0217,-88.0472
Hesperia,23,34.4292,-117.36
Baldwin Park,23,34.0678,-117.989
Sharon,23,41.2248,-80.5035
Tabor City,23,34.0759,-78.7154
Riverside (Jurupa Valley),23,33.9963,-117.406
Hazelwood,23,38.7738,-90.335
Madison (Fitchburg),23,43.0205,-89.4726
Bowie,23,38.9168,-76.7937
Bartlesville,23,36.7394,-95.9325
Arverne (Queens),23,40.5896,-73.7887
Rancho Cucamonga,23,34.141,-117.517
Mishawaka,23,41.7176,-86.1878
Woodstock,23,34.1088,-84.5403
Wimauma,23,27.6679,-82.3414
Flushing,23,40.7588,-73.868
Sheboygan,23,43.7648,-87.7179
Texas City,23,29.3924,-94.9206
New Albany,23,34.5056,-89.1138
Madison Heights,23,42.5338,-83.1223
New Port Richey,23,28.2195,-82.7397
Clarksdale,23,34.187,-90.5554
Port Saint Lucie (Port St Lucie),23,27.2718,-80.3192
Laconia,23,43.5233,-71.4671
Perry,23,41.7478,-81.1381
Cleveland (Parma),23,41.3901,-81.7062
Ansonia,23,41.3442,-73.0832
Beaufort (county),23,32.2512,-80.8745
Fairview Heights,23,38.5897,-89.9942
Gilbert,23,33.3649,-111.705
Redmond,23,44.2565,-121.202
Seaside,23,36.6217,-121.838
Sugar Land,23,29.5912,-95.6249
Dearborn Heights,23,42.3417,-83.255
West Monroe,23,32.5029,-92.134
Catonsville,23,39.288,-76.7679
Saint Louis (Jennings),23,38.734,-90.2623
Evans,23,40.37,-104.728
El Cerrito,23,37.9213,-122.315
Martinsburg,23,39.4568,-77.9676
Vista,23,33.2085,-117.211
Fullerton,23,33.8918,-117.954
Stanton,23,35.4504,-89.3519
Lake Worth (Lantana),23,26.5792,-80.0565
Falls Church,23,38.8481,-77.1345
Hyannis,23,41.658,-70.297
Taylors,24,34.9301,-82.3215
Cleveland Heights,24,41.5151,-81.58
Dulles,24,38.958,-77.4431
Guyton,24,32.3402,-81.4025
Verona,24,38.8315,-84.6853
Santa Paula,24,34.3367,-119.091
Canon City,24,38.4651,-105.309
Pottstown,24,40.23,-75.6342
Gardena,24,33.8839,-118.276
Junction City,24,39.0026,-96.8724
Uniondale,24,40.6887,-73.599
Del Rio,24,29.3769,-100.903
Reserve,24,30.073,-90.557
Mooresville,24,35.5786,-80.8561
Lynwood,24,33.9333,-118.182
Willimantic,24,41.7149,-72.2101
Kalispell,24,48.139,-114.202
Mount Morris,24,43.0969,-83.7141
Valparaiso,24,41.4935,-87.046
Waterville,24,44.5473,-69.6224
Royal Palm Beach,24,26.6957,-80.2073
Hastings,24,44.7352,-92.8692
Graham,24,47.053,-122.287
Saint Louis (Berkeley),24,38.7503,-90.3245
Commerce,24,36.9291,-94.8743
Saint George,24,33.2701,-80.5663
Upper Marlboro,24,38.8973,-76.7737
Danbury,24,41.403,-73.4634
Woodland,24,38.6741,-121.789
Silver Creek,24,34.1554,-85.1421
Pinellas Park,24,27.8428,-82.7056
Warsaw,24,41.2591,-85.826
Punta Gorda,24,26.9299,-82.0472
San Pedro,24,33.7326,-118.288
Rio Rancho,24,35.2891,-106.596
Granite City,24,38.7139,-90.1091
Orem,24,40.2779,-111.687
Oklahoma City (Midwest City),24,35.4804,-97.3971
Niceville,24,30.5021,-86.4499
Santee,24,32.8551,-116.973
Sacramento (county),24,38.5816,-121.494
Defuniak Springs,24,30.7561,-86.2585
El Dorado,24,33.2207,-92.6905
Aransas Pass,24,27.8996,-97.173
Nacogdoches,24,31.5973,-94.6423
Yazoo City,24,32.762,-90.3932
Jefferson County,25,33.5219,-86.9366
North Miami Beach,25,25.9379,-80.1776
Zanesville,25,39.9284,-82.0158
Dudley,25,35.3193,-78.0089
Moorhead,25,46.8868,-96.7817
Norwich,25,41.53,-72.0595
Poplar Bluff,25,36.7717,-90.4464
Bloomfield,25,40.773,-74.1907
Seaford,25,38.6429,-75.6074
Chalmette,25,29.9501,-89.9563
Huntington Beach,25,33.6775,-118.002
New Kensington,25,40.5652,-79.7672
Boone County,25,39.0366,-92.2648
Denham Springs,25,30.5794,-90.9294
Severn,25,39.1375,-76.7231
Alcoa,25,35.7824,-83.9852
Goshen,25,41.3959,-74.3373
Allendale,25,32.9976,-81.3055
New Braunfels,25,29.7056,-98.1223
Pendleton,25,34.6474,-82.7696
Brighton,25,39.9751,-104.834
Braddock,25,40.4039,-79.8622
Rock Island,25,41.4973,-90.5476
Sandy,25,45.3892,-122.31
Orlando (Pine Hills),25,28.5776,-81.4523
East Saint Louis (Cahokia),25,38.5551,-90.1554
District Heights,25,38.8523,-76.9155
Cottonwood,25,40.3386,-122.282
Falmouth,25,43.7702,-70.2646
Stroudsburg,25,40.9868,-75.1946
Enfield,25,36.2506,-77.7276
Fort Valley,25,32.5609,-83.8815
Oak Park,25,41.9058,-87.798
La Crosse,25,43.8006,-91.2515
Paramount,25,33.8945,-118.146
Shelton,25,41.3112,-73.1452
South Gate,25,33.9163,-118.157
Plantation,25,26.1209,-80.2188
Elko,25,40.8341,-115.787
Clarkston,25,46.4216,-117.051
Central Falls,25,41.8888,-71.393
Wildwood,25,28.8896,-82.0414
Johns Island,25,32.6777,-80.1016
Spanaway,25,47.0663,-122.354
Ayden,26,35.4576,-77.5317
Chickasha,26,35.0357,-97.9411
Holly Springs,26,35.6379,-78.8375
Avondale,26,33.4353,-112.35
Lincoln (county),26,39.054,-90.9825
West Covina,26,34.0676,-117.95
Germantown,26,35.1126,-89.8082
Livingston,26,42.9028,-90.4726
Winona,26,44.0448,-91.6163
Wilson,26,35.7196,-77.9474
Temple Hills,26,38.7962,-76.9281
Norristown,26,40.1167,-75.3383
Lake Elsinore,26,33.6947,-117.411
Gonzales,26,30.2146,-90.9205
Pico Rivera,26,34.0046,-118.078
Parkersburg,26,39.3022,-81.5354
La Vergne,26,36.049,-86.5428
Birmingham (Hoover),26,33.4118,-86.8063
Ormond Beach,26,29.2599,-81.1574
Mount Juliet,26,36.2397,-86.5381
Chapel Hill,26,35.805,-79.034
Mexico,26,39.1651,-91.9011
Eustis,26,28.8589,-81.6729
Deer Park,26,47.8453,-117.548
Maywood,27,41.8779,-87.8401
Keene,27,42.9283,-72.2756
Smithfield,27,41.8716,-71.5038
Clayton,27,34.8805,-83.3886
Cartersville,27,34.161,-84.8052
Suitland,27,38.8485,-76.9201
Commerce City,27,39.7953,-104.904
Lawrenceburg,27,35.2536,-87.3375
Wilkes-barre,27,41.239,-75.9015
Massillon,27,40.8658,-81.4862
Rincon,27,32.2454,-81.2422
Cypress,27,29.9852,-95.7023
Santa Clarita,27,34.4413,-118.385
Hardeeville,27,32.2491,-81.0492
Venice,27,33.9873,-118.473
Hyattsville,27,38.9231,-76.8754
Woonsocket,27,42.0094,-71.4883
Simpsonville,27,34.6953,-82.3279
Dublin,27,40.1014,-83.1551
Palestine,27,31.8078,-95.6065
Geneva,27,41.8148,-80.9158
Beaverton,27,45.4513,-122.854
Shelbyville,27,35.4751,-86.448
Bunnell,27,29.4061,-81.1918
Kansas City (Raytown),27,38.9756,-94.4649
Grants Pass,27,42.4466,-123.481
Mountain View,27,37.3816,-122.062
Summerfield,28,29.0171,-82.0791
Warwick,28,41.6738,-71.4999
Pittsburgh (Wilkinsburg),28,40.4491,-79.8673
Enterprise,28,32.1742,-88.8308
Randolph,28,42.1958,-71.0608
Seattle (Burien),28,47.4722,-122.34
Fountain,28,38.6854,-104.708
Winter Park,28,28.6063,-81.299
Claymont,28,39.7958,-75.462
Grand Prairie,28,32.6979,-97.0038
Klamath Falls,28,42.2332,-121.785
Calumet City,28,41.6228,-87.5384
Madison County,28,34.7067,-86.742
Kannapolis,28,35.4991,-80.6523
Spencer,28,35.4996,-97.338
Azusa,28,34.1336,-117.908
Birmingham (Center Point),28,33.6278,-86.6986
Carrollton,28,32.9643,-96.8496
Marianna,28,30.7724,-85.2424
Austell,28,33.8031,-84.619
Upper Darby,28,39.9576,-75.2655
Whiteville,28,34.3822,-78.7537
Seymour,28,38.8441,-85.9006
Ozark,28,31.4346,-85.6331
Highland Park,29,42.4425,-83.0876
Bentonville,29,36.3612,-94.2216
Dundalk,29,39.2557,-76.4887
Largo,29,27.9283,-82.7877
Starkville,29,33.4516,-88.77
Waldorf,29,38.6156,-76.9371
Castroville,29,36.7685,-121.755
Mcallen,29,26.2258,-98.242
Garden Grove,29,33.7741,-117.959
Silver Spring,29,38.9984,-77.0026
Jennings,29,30.2521,-92.6506
Roosevelt,29,40.6756,-73.5931
Palm Beach Gardens,29,26.8777,-80.1038
Turlock,29,37.4928,-120.85
New Orleans (Algiers),29,29.9306,-90.0231
Holly Hill,29,33.3089,-80.442
Spring Valley,29,41.3644,-89.1981
Mandan,29,46.8027,-100.835
Flagstaff,29,35.2014,-111.62
Bethel,29,41.383,-73.4107
Lee County,29,32.6264,-85.485
Stoughton,29,42.1385,-71.1023
Moncks Corner,29,33.1647,-80.0218
Waterford,29,42.0294,-80.0718
Logan,29,39.4862,-82.4136
Appleton,29,45.2009,-96.0142
Jupiter,30,26.9323,-80.1142
Rantoul,30,40.3094,-88.1464
Jasper,30,30.9142,-94.0018
Fortuna,30,40.5343,-124.108
Loveland,30,40.4345,-105.077
Conyers,30,33.6273,-84.0467
Fairborn,30,39.7771,-84.0555
Magnolia,30,31.1148,-90.3484
Baker,30,30.5416,-91.0898
Hebron,30,41.4309,-87.1833
Kingman,30,35.1843,-114.037
Bellevue,30,47.61,-122.191
Taylor,30,42.1833,-83.2728
Conroe,30,30.2947,-95.4577
Edgewood,30,39.4308,-76.3255
Chillicothe,30,39.3296,-82.9748
Winterville,30,35.5602,-77.4119
Saint Louis (Ferguson),30,38.7443,-90.3049
Saint Charles,30,38.7772,-90.4916
Altamonte Springs,30,28.6581,-81.4161
Dolton,31,41.6227,-87.6168
Montgomery County,31,36.4998,-87.3963
Passaic,31,40.844,-74.1362
Oak Ridge,31,35.9975,-84.3084
Cincinnati (Westwood),31,39.155,-84.5816
Arcata,31,40.9032,-124.088
Atlanta (Sandy Springs),31,33.9122,-84.3788
Cleveland (Cleveland Heights),31,41.5122,-81.5788
Citrus Heights,31,38.679,-121.263
Hawthorne,31,29.6812,-82.1044
Gresham,31,45.5068,-122.432
Tulare,31,36.2171,-119.337
Washington (county),31,36.4527,-95.8965
Perris,31,33.7757,-117.226
Dillon,31,34.4342,-79.3548
North Pole,31,64.7769,-147.305
Sandy Springs,31,33.9737,-84.3623
Puyallup,32,47.087,-122.299
Pascagoula,32,30.3708,-88.5412
Key West,32,24.562,-81.7786
Shawnee,32,39.0139,-94.7402
Miami-Dade,32,25.5646,-80.3324
San Marcos,32,29.8765,-97.9262
Riverview,32,27.8129,-82.3194
Liberty,32,39.2463,-94.4515
College Park,32,38.9999,-76.948
Wausau,32,44.9643,-89.6369
Riviera Beach,32,26.7685,-80.0621
Escambia County,32,30.9677,-87.2569
Easley,32,34.835,-82.5441
Madera,32,37.0108,-120.056
Delano,32,35.7832,-119.232
Newton,32,41.6935,-93.0278
Asheboro,32,35.7069,-79.7943
Martinsville,32,31.6417,-94.4133
Altoona,32,40.489,-78.4524
Olathe,32,38.9072,-94.7973
Fort Mill,32,35.0956,-80.9372
Glasgow,32,36.9751,-85.919
Fort Dodge,33,42.4953,-94.1924
Denton,33,33.1708,-97.0856
Taunton,33,41.8799,-71.0677
Carthage,33,32.1882,-94.4392
San Jacinto,33,33.7781,-116.959
Jeffersonville,33,38.2915,-85.7093
Dorchester,33,42.3001,-71.0722
East Orange,33,40.7792,-74.2001
Eden,33,36.5077,-79.7598
Harker Heights,33,31.072,-97.6468
Escondido,33,33.114,-117.08
Prattville,33,32.4585,-86.4271
Beech Island,33,33.4323,-81.8635
Forrest City,33,34.9979,-90.8048
Ithaca,33,42.4492,-76.4918
Pineville,33,31.3342,-92.4324
Graniteville,33,33.5214,-81.8733
Lima,33,40.7706,-84.1339
Madisonville,33,39.153,-84.3951
Bear,33,39.6465,-75.6568
Collinsville,33,38.6925,-89.96
Palmer,34,42.1659,-72.3541
Los Angeles (Hollywood),34,34.2012,-118.423
Boulder,34,40.0162,-105.278
Gretna,34,29.9239,-90.0442
Sterling,34,60.5362,-150.787
West Point,34,33.6073,-88.659
Grand Forks,34,47.8889,-97.0635
Chelsea,34,42.4054,-71.028
Asbury Park,34,40.2164,-74.0187
Holland,34,42.8262,-86.198
Bennettsville,34,34.642,-79.6686
Bangor,34,44.7983,-68.7756
Ardmore,34,34.1741,-97.1178
Euclid,34,41.6034,-81.5268
Oshkosh,34,44.0156,-88.5274
Warrenville,34,33.507,-81.8329
Haverhill,34,42.7989,-71.0961
Windsor,34,35.9991,-76.9481
Jefferson Parish,34,29.9513,-90.2113
Chambersburg,34,39.9364,-77.6656
Portales,34,34.1716,-103.318
Greenacres,34,26.6009,-80.1239
Southfield,34,42.4856,-83.2423
Gaffney,35,35.0767,-81.6458
Horry (county),35,33.836,-79.0482
Fulton,35,38.9032,-92.1498
Carson,35,33.8582,-118.266
Orange Park,35,30.183,-81.8204
Chesterfield (county),35,37.4266,-77.6456
Ladson,35,33.0277,-80.0905
Merrillville,35,41.5055,-87.3178
Chula Vista,35,32.6324,-116.941
Cordele,35,31.9551,-83.7878
Dyersburg,35,36.043,-89.3858
Bedford,35,41.3728,-81.5216
Clarksburg,35,39.2226,-77.2673
Altus,35,34.6427,-99.3123
Janesville,35,42.6012,-89.0268
Porterville,35,36.0884,-119.05
Gretna (Terrytown),35,29.894,-90.0089
Santa Clara,35,37.3531,-121.948
Lodi,36,38.0986,-121.387
Hephzibah,36,33.3632,-82.0789
Muscatine,36,41.4341,-91.0452
Abbeville,36,29.9677,-92.1324
Taos,36,36.3988,-105.586
Seabrook,36,42.8774,-70.8666
Thornton,36,39.8894,-104.931
Meriden,36,41.5384,-72.8129
La Place (Laplace),36,30.079,-90.5048
Caldwell,36,43.6519,-116.672
Dearborn,36,42.3012,-83.1431
Longs,36,33.8602,-78.7707
Ferguson,36,38.739,-90.2754
Edmond,36,35.6151,-97.4882
Moss Point,36,30.398,-88.529
Garden City,37,40.7315,-73.6128
Inkster,37,42.3089,-83.2956
Apple Valley,37,34.4714,-117.212
Olympia,37,47.0335,-122.762
Eau Claire,37,44.7966,-91.5066
Piedmont,37,37.8284,-122.24
Belton,37,31.0494,-97.4894
Madison (county),37,39.9455,-83.4255
Winchester,37,33.6019,-117.082
Michigan City,37,41.7169,-86.8789
Brookhaven,38,31.5733,-90.4322
Fairmont,38,39.532,-80.0541
Humble,38,29.9724,-95.1933
Broken Arrow,38,36.0609,-95.8396
Barre,38,44.2045,-72.5139
Reidsville,38,36.3569,-79.6786
Laurinburg,38,34.841,-79.4124
Brentwood,38,37.9603,-121.74
Scottsdale,38,33.5383,-111.891
Shelby,39,35.2747,-81.546
Moses Lake,39,47.2471,-119.439
Brooksville,39,28.5368,-82.4057
El Monte,39,34.0628,-118.066
Overland Park,39,38.8569,-94.6939
Van Nuys,39,34.214,-118.449
Panama City Beach,39,30.2222,-85.8892
Seattle (West Seattle),39,47.521,-122.359
Hanover,39,39.1616,-76.7056
Grenada,39,33.7744,-89.7657
Spokane (Spokane Valley),39,47.6638,-117.235
Cathedral City,39,33.796,-116.456
Hillsboro,39,45.5046,-122.926
Bemidji,39,47.4777,-94.8779
Centralia,39,38.5281,-89.1295
Palmdale,39,34.5713,-118.045
Stratford,39,41.1976,-73.1362
Watertown,39,43.2082,-88.7171
New Britain,39,41.6728,-72.7613
Corning,39,40.0125,-122.38
Humboldt,39,35.825,-88.9115
Mesquite,39,32.8115,-96.631
Wheeling,40,40.0514,-80.7249
Crowley,40,30.3097,-92.3961
King City,40,36.2086,-121.129
Clermont,40,28.5556,-81.806
Littleton,40,39.576,-105.141
Russellville,40,35.2696,-93.1198
Wisconsin Rapids,40,44.3551,-89.8167
Bellingham,40,48.801,-122.486
Ashtabula,41,41.8531,-80.797
Cordova,41,35.1687,-89.8291
Sikeston,41,36.8664,-89.6027
Manassas,41,38.8028,-77.5187
Plant City,41,28.0805,-82.0639
Miami-dade,41,25.8693,-80.2059
Skowhegan,41,44.7635,-69.7191
Alvin,41,29.4271,-95.256
Portage,42,43.5479,-89.4663
Corinth,42,34.9325,-88.5207
Newnan,42,33.4216,-84.7025
Okeechobee,42,27.2415,-80.8298
Pembroke Pines,42,26.0071,-80.2726
Fort Lauderdale (Lauderhill),42,26.1362,-80.1865
Homestead,42,25.4781,-80.4864
Wyoming,42,42.8896,-85.6846
Elizabethtown,42,34.6307,-78.7127
Roseville,42,38.7439,-121.226
Oceanside,42,33.1993,-117.368
Williamsburg,42,36.7331,-84.1547
Hudson,42,28.3642,-82.6931
Pocatello,42,42.8715,-112.418
Douglas,42,31.3508,-109.548
Fontana,42,34.0389,-117.491
Burbank,43,34.1803,-118.318
Tifton,43,31.4724,-83.5469
Princeton,43,40.3503,-74.6576
Whittier,43,33.9806,-118.037
Bluefield,43,37.2766,-81.1464
Natchitoches,43,31.7537,-93.0836
Galveston,43,29.2883,-94.8107
Yuma,44,32.6823,-114.602
Capitol Heights,44,38.8984,-76.8895
Garland,44,32.8512,-96.5981
Belle Glade,44,26.6821,-80.6655
Williamsport,44,41.2422,-77.0366
Winder,44,33.9532,-83.784
Jefferson,44,39.3658,-77.5327
Springdale,44,36.1671,-94.1258
Fort Collins,45,40.6115,-105.077
Palm Springs,45,33.8116,-116.502
Baytown,45,29.7739,-95.0007
Pasco,45,28.3005,-82.6958
Inglewood,45,33.9724,-118.369
Norcross,45,33.9037,-84.2001
Ashland,45,42.1894,-122.687
Titusville,45,28.6013,-80.8137
Goose Creek,45,33.0096,-80.0346
Fredericksburg,45,38.2571,-77.5815
Loris,45,34.0894,-78.9802
Benton Harbor,45,42.0959,-86.4351
Miami-dade (county),45,25.9398,-80.2774
Palmetto,45,27.5707,-82.5312
Natrona (county),45,42.8442,-106.323
Somerset,45,40.4875,-74.4863
Mobile (Prichard),45,30.6965,-88.044
Hemet,46,33.5581,-116.93
Roanoke Rapids,46,36.4575,-77.6544
Port Arthur,46,29.9138,-93.9494
Copperas Cove,46,31.1216,-97.9064
Temple,46,40.4021,-75.9202
Crestview,46,30.76,-86.5806
Greer,46,34.9252,-82.1947
Round Rock,46,30.5027,-97.6392
Santa Cruz,46,36.9702,-122.02
Greenfield,47,36.3256,-121.243
Carlsbad,47,33.0893,-117.255
Norman,47,35.2186,-97.4807
Redding,47,40.57,-122.385
Muskegon (Muskegon Heights),47,43.2068,-86.2433
Cranston,47,41.7802,-71.4657
Hilo,47,19.6869,-155.075
Kokomo,48,40.5014,-86.1388
Kenosha,48,42.5893,-87.8325
Florissant,48,38.778,-90.3145
San Leandro,48,37.7206,-122.16
Deland,48,29.0341,-81.2977
Phenix City,48,32.4747,-85.0079
Atwater,48,37.3524,-120.627
Linden,48,35.619,-87.8837
Renton,48,47.5005,-122.165
Katy,48,29.8139,-95.7612
Hartsville,48,34.3874,-80.0814
Leavenworth,49,39.2012,-95.0126
Palatka,49,29.7016,-81.564
Spring Hill,49,28.4928,-82.5406
Scranton,49,41.3935,-75.6753
Great Falls,49,38.9715,-77.295
Ventura,49,34.2903,-119.303
Chandler,49,33.2185,-111.841
Idaho Falls,49,43.4968,-111.999
West Columbia,49,33.9747,-81.0839
Oil City (Caddo),49,32.7485,-93.9895
Winter Haven,50,28.0049,-81.7488
Framingham,50,42.2731,-71.4196
Walterboro,50,32.9067,-80.6447
New Brunswick,50,40.4925,-74.445
Marion (county),50,39.4932,-80.2913
Highland,50,34.1213,-117.226
Waukegan,50,42.349,-87.8762
Hickory,51,35.729,-81.3793
Saint Albans,51,44.8561,-73.0335
Gadsden,51,34.083,-85.8658
Albert Lea,51,43.6369,-93.3681
Dekalb County,51,33.7778,-84.1898
Kennewick,51,46.2074,-119.159
Nampa,51,43.611,-116.543
Thibodaux,51,29.7988,-90.8134
Lockport,51,43.1866,-78.6968
Stuart,51,27.1958,-80.2527
Victorville,52,34.5341,-117.312
West Haven,52,41.2866,-72.9568
Chicopee,52,42.156,-72.5597
Vineland,52,39.481,-75.0238
Irvington,52,40.7318,-74.2198
Jackson (county),52,30.7955,-85.2117
Hialeah,53,25.8297,-80.2876
Hopewell,53,37.2976,-77.2935
Richland County,53,34.09,-80.9271
Marysville,53,48.0719,-122.162
Lawrenceville,54,33.9194,-84.0245
Ann Arbor,54,42.3053,-83.6916
Stafford,54,38.4673,-77.4024
Coachella,54,33.6885,-116.182
Lewiston,54,44.1004,-70.1908
Clifton,54,35.3754,-87.9967
Greeneville,54,36.1859,-82.7655
Uniontown,55,39.8824,-79.7055
Atlanta (College Park),55,33.5826,-84.4757
Oroville,55,39.4335,-121.605
Sandusky,55,41.4389,-82.6943
Morrisville,55,40.2089,-74.7935
Cambridge,55,40.0286,-81.5831
Ridgeland,55,32.5157,-80.9501
Ogden,56,41.223,-111.994
Montgomery (county),56,37.2573,-95.7806
Missoula,56,46.8488,-114.057
Darlington,56,34.2686,-79.8932
Westminster,56,39.8275,-105.022
Statesville,56,35.7643,-80.8447
North Augusta,56,33.5843,-81.9811
Midland,56,31.9999,-102.085
Jefferson (county),56,39.6154,-105.071
Brandon,57,32.223,-89.971
Kingston,57,35.8195,-84.535
Muskogee,57,35.7448,-95.3474
Dallas (Dfw Airport),57,32.941,-96.824
Frederick,57,40.0971,-104.928
Palm Bay,57,27.9776,-80.6599
Clovis,57,36.8084,-119.697
Saint Helena Island,57,32.3988,-80.4433
Frankfort,57,38.16,-84.8921
Hendersonville,57,35.3885,-82.4245
Union,58,34.7012,-81.6025
Natchez,58,31.5733,-91.3851
Artesia,58,33.8729,-118.075
Hempstead,58,40.7104,-73.63
Spring,58,30.0609,-95.4522
Morgantown,58,39.6752,-80.0055
Dickinson,58,29.4546,-95.0802
Thomasville,59,30.828,-83.98
Moreno Valley,59,33.968,-117.254
Enid,59,36.3965,-97.8617
Anniston,59,33.6299,-85.837
Terre Haute,59,39.4057,-87.3539
Opelika,59,32.6461,-85.3918
Elizabeth City,60,36.3024,-76.2351
Owensboro,60,37.7664,-87.1379
Santa Maria,60,34.9456,-120.449
Binghamton,60,42.0943,-75.8977
Biloxi,60,30.4644,-88.9002
Hot Springs National Park (Hot Springs),60,34.4928,-93.0583
Smyrna,60,33.8779,-84.5045
Union City,60,42.0158,-85.1575
Saint Augustine,60,29.7895,-81.2605
Englewood,60,39.6268,-104.99
Dubuque,60,42.4991,-90.6796
Dayton (Trotwood),61,39.7699,-84.1923
Green Bay,61,44.5304,-88.061
Benton,61,36.9152,-88.3367
Pittsburg,61,37.4268,-94.7049
Federal Way,61,47.3014,-122.352
Kingsport,61,36.559,-82.5714
Milton,62,30.5969,-87.1036
Bay City,62,43.594,-83.8884
Milledgeville,62,32.9856,-83.2302
Marshall,62,32.5467,-94.3806
Apopka,62,28.6398,-81.5041
Reading,62,40.3303,-75.9292
Greeley,62,40.4157,-104.706
Watsonville,63,36.9267,-121.769
Saint Petersburg (St Petersburg),63,27.7782,-82.6985
Miami Beach,63,25.7906,-80.148
Kissimmee,63,28.337,-81.3998
Muskegon,63,43.2303,-86.2389
Revere,63,42.4275,-70.9806
Monticello,63,45.2971,-93.7985
Cheyenne,64,41.1637,-104.771
Johnstown,64,40.3599,-78.9445
Harrison,64,35.3003,-85.0473
Pompano Beach,64,26.2571,-80.1189
Honolulu,64,21.3186,-157.865
Indio,64,33.7276,-116.23
Hagerstown,64,39.647,-77.7344
Alton,64,38.9052,-90.1866
Newport,64,39.0846,-84.4953
College Station,65,30.6416,-96.3087
Boca Raton,65,26.3441,-80.0896
Willingboro,65,40.0282,-74.8783
Nashua,65,42.743,-71.4928
New Iberia,65,30.0066,-91.8307
Mount Pleasant,65,43.6028,-84.7765
Hilton Head Island,65,32.2119,-80.695
Waynesboro,66,38.0623,-78.873
Elmira,66,42.0717,-76.8141
Paducah,66,36.9995,-88.7033
Yonkers,66,40.9376,-73.8813
Bryan,66,30.6732,-96.3632
Slidell,67,30.3032,-89.7511
Irving,67,32.8366,-96.9627
Santa Rosa,67,38.4613,-122.733
Tupelo,68,34.232,-88.6831
Chicago (Chicago Lawn),68,41.7851,-87.6442
Beckley,68,37.7888,-81.2619
North Las Vegas,68,36.2143,-115.146
Cocoa,68,28.3603,-80.7447
Port Saint Lucie,68,27.2606,-80.3888
Iowa City,68,41.6398,-91.5183
Lufkin,68,31.3394,-94.7441
Vicksburg,68,32.3575,-90.8732
Williston,69,44.4375,-73.1015
Lithonia,69,33.7068,-84.169
Orange (county),69,41.3987,-74.4549
Bethlehem,69,40.6102,-75.3846
Carlisle,69,40.195,-77.1925
Fremont,69,37.5715,-122.032
Desert Hot Springs,70,33.9814,-116.509
Butte,70,46.0009,-112.538
Aberdeen,70,45.4477,-98.4686
Anaheim,70,33.8211,-117.919
Fort Walton Beach,70,30.4457,-86.6266
Saint Joseph,70,39.7581,-94.8315
Helena,71,34.5344,-90.586
Deltona,71,28.9003,-81.2461
Pawtucket,71,41.8889,-71.3762
Richland (county),71,33.9919,-80.8667
Palm Beach Gardens (Riviera Beach),71,26.7819,-80.0772
Sumter,71,33.9539,-80.3816
Palm Coast,72,29.5807,-81.2293
Saint Cloud,72,45.5537,-94.1588
Eugene,72,44.089,-123.081
Leesburg,72,28.8274,-81.8978
Sparks,73,39.5493,-119.724
San Angelo,73,31.43,-100.443
Fitchburg,73,42.5761,-71.7927
